Sf Course C ID,Sf Course C Name,Sf Course C Course Start Date C Date,Sf Course C Course End Date C Date,Sf Course C Final Grade C
a1C36000007SYvrEAG,Writing about Literature,1/8/2018,3/4/2018,
a1C36000005mjlGEAQ,Humanities in Digital Culture,1/8/2018,3/4/2018,
a1C36000007SvUvEAK,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,
a1C36000005mjlfEAA,Liberal Arts Core Found,1/8/2018,3/4/2018,
a1C36000007SvUzEAK,Liberal Arts Core Found,1/8/2018,3/4/2018,A-
a1C36000005olBZEAY,Hum Dev Across Lifespan,1/8/2018,3/4/2018,
a1C36000007SvVFEA0,Writing about Literature,1/8/2018,3/4/2018,C+
a1C36000006v3SmEAI,Academic Foundations,1/8/2018,3/4/2018,
a1C36000004NBuQEAW,Cross Cult Psych,1/8/2018,3/4/2018,
a1C36000006v3T4EAI,Student Success Strategies,1/8/2018,3/4/2018,
a1C36000004t4fnEAA,Hum Dev Across Lifespan,1/8/2018,3/4/2018,
a1C36000007SVUkEAO,Liberal Arts Core Found,1/8/2018,3/4/2018,A
a1C36000004t4iXEAQ,Child Development,1/8/2018,3/4/2018,
a1C36000007SVUoEAO,Fin Reporting & Analy,1/8/2018,3/4/2018,A-
a1C36000004u0D3EAI,Organizational Psychology,1/8/2018,3/4/2018,
a1C36000007SVUwEAO,Liberal Arts Core Found,1/8/2018,3/4/2018,F
a1C36000005mZ1dEAE,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,
a1C36000007SVW1EAO,Organizational Psychology,1/8/2018,3/4/2018,A-
a1C36000005mjlYEAQ,Human Resource Foundations,1/8/2018,3/4/2018,
a1C36000007SVWHEA4,Creativity & the Vis Arts,1/8/2018,3/4/2018,B+
a1C36000005mwsFEAQ,Liberal Arts Core Found,1/8/2018,3/4/2018,
a1C36000007SVWjEAO,Liberal Arts Core Found,1/8/2018,3/4/2018,C
a1C36000005o1PREAY,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,
a1C36000007SvUmEAK,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,
a1C36000006uhN6EAI,Writing about Literature,1/8/2018,3/4/2018,
a1C36000007SvUyEAK,Writing about Literature,1/8/2018,3/4/2018,A
a1C36000006v3SiEAI,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,
a1C36000007SvV3EAK,Marketing Management,1/8/2018,3/4/2018,A
a1C36000006v3SqEAI,Humanities in Digital Culture,1/8/2018,3/4/2018,
a1C36000004t4fxEAA,Legal Research and Writing,1/8/2018,3/4/2018,
a1C36000006vES1EAM,Writing & Rhetoric,1/8/2018,3/4/2018,
a1C36000004t4iuEAA,Operations Management,1/8/2018,3/4/2018,
a1C36000007S5qcEAC,Principles of Microeconomics,1/8/2018,3/4/2018,
a1C36000004t4jOEAQ,Contracts,1/8/2018,3/4/2018,
a1C36000007S5qgEAC,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,
a1C36000004u05pEAA,Psychology of Learning,1/8/2018,3/4/2018,
a1C36000007SVV9EAO,Liberal Arts Core Found,1/8/2018,3/4/2018,F
a1C36000005nTmHEAU,Liberal Arts Core Found,1/8/2018,3/4/2018,
a1C36000007SVVDEA4,Abnormal Psychology,1/8/2018,3/4/2018,D-
a1C36000006v3SpEAI,Nurs Public Image Prof Iss,1/8/2018,3/4/2018,B
a1C36000007SVVcEAO,White Collar Crime,1/8/2018,3/4/2018,A
a1C36000006v3SxEAI,Transition to Practice,1/8/2018,3/4/2018,C
a1C36000007SVW9EAO,Principles of Accounting II,1/8/2018,3/4/2018,B
a1C36000006vESTEA2,Academic Foundations,1/8/2018,3/4/2018,
a1C36000007SYvuEAG,Sem in Org Dyn,1/8/2018,3/4/2018,
a1C36000006vOXSEA2,New Product Dev,1/8/2018,3/4/2018,
a1C36000007SvUqEAK,Hum Dev Across Lifespan,1/8/2018,3/4/2018,A-
a1C36000007SVUzEAO,Liberal Arts Core Found,1/8/2018,3/4/2018,B+
a1C36000007SvUuEAK,Hum Dev Across Lifespan,1/8/2018,3/4/2018,A
a1C36000007SVVbEAO,Humanities in Digital Culture,1/8/2018,3/4/2018,A
a1C36000007TXG0EAO,Transition to Practice,1/8/2018,3/4/2018,B
a1C36000007SVWiEAO,Liberal Arts Core Found,1/8/2018,3/4/2018,A
a1C36000006v3SzEAI,Improving Pt Outcomes,1/8/2018,3/4/2018,A-
a1C36000007SYvpEAG,Writing about Literature,1/8/2018,3/4/2018,FW
a1C36000007SvV6EAK,Data Analys Decision Making,1/8/2018,3/4/2018,A
a1C36000007SvUWEA0,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,B+
a1C36000004NBwWEAW,Abnormal Psychology,1/8/2018,3/4/2018,
a1C36000007SvUaEAK,Lead & Prof Ethics,1/8/2018,3/4/2018,A
a1C36000004NJD6EAO,Liberal Arts Core Found,1/8/2018,3/4/2018,
a1C36000007SvUpEAK,Human Resource Foundations,1/8/2018,3/4/2018,A
a1C36000004t4gEEAQ,Religion & Values,1/8/2018,3/4/2018,
a1C36000004t4fvEAA,Lead & Prof Ethics,1/8/2018,3/4/2018,
a1C36000004t4gfEAA,Lead in Diverse & Multicul Org,1/8/2018,3/4/2018,
a1C36000004t4gDEAQ,Lead & Prof Ethics,1/8/2018,3/4/2018,
a1C36000004t4gqEAA,Lead & Prof Ethics,1/8/2018,3/4/2018,
a1C36000004t4iPEAQ,Human Nutrition,1/8/2018,3/4/2018,
a1C36000004t4hnEAA,Liberal Arts Core Found,1/8/2018,3/4/2018,
a1C36000006v3SoEAI,Writing & Rhetoric,1/8/2018,3/4/2018,
a1C36000005mjlKEAQ,Creativity & the Vis Arts,1/8/2018,3/4/2018,
a1C36000006v3SsEAI,Writing about Literature,1/8/2018,3/4/2018,
a1C36000005mwsLEAQ,Academic Foundations,1/8/2018,3/4/2018,
a1C36000007SVUeEAO,Liberal Arts Core Found,1/8/2018,3/4/2018,D
a1C36000005olBfEAI,Liberal Arts Core Found,1/8/2018,3/4/2018,
a1C36000007SVUyEAO,Academic Foundations,1/8/2018,3/4/2018,B-
a1C36000005olBoEAI,Psychology of Learning,1/8/2018,3/4/2018,
a1C36000007SVVWEA4,Social Work Foundations,1/8/2018,3/4/2018,A
a1C36000006v3StEAI,Student Success Strategies,1/8/2018,3/4/2018,F
a1C36000007SVW7EAO,Cross Cult Psych,1/8/2018,3/4/2018,D+
a1C36000007SVWTEA4,Psychology of Learning,1/8/2018,3/4/2018,B-
a1C36000007SYvkEAG,Writing & Rhetoric,1/8/2018,3/4/2018,A-
a1C36000007SvUSEA0,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,
a1C36000007SYvsEAG,Writing & Rhetoric,1/8/2018,3/4/2018,B+
a1C36000007SvV2EAK,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,
a1C36000007SYw0EAG,Writing about Literature,1/8/2018,3/4/2018,C
a1C36000008NXgpEAG,Human Nutrition,1/8/2018,3/4/2018,B+
a1C36000007SvUREA0,Hum Dev Across Lifespan,1/8/2018,3/4/2018,B
a1C36000004NBwBEAW,Applied Mathematics,1/8/2018,3/4/2018,
a1C36000007SvUZEA0,Child Development,1/8/2018,3/4/2018,B
a1C36000004tHdREAU,Applied Mathematics,1/8/2018,3/4/2018,
a1C36000007SvUwEAK,Sem in Org Dyn,1/8/2018,3/4/2018,A
a1C36000004u09SEAQ,Child Development,1/8/2018,3/4/2018,
a1C36000007SvV7EAK,Workforce Planning,1/8/2018,3/4/2018,
a1C36000005mjl3EAA,Liberal Arts Core Found,1/8/2018,3/4/2018,
a1C36000007TXFyEAO,Nurs Public Image Prof Iss,1/8/2018,3/4/2018,
a1C36000005oYMJEA2,Liberal Arts Core Found,1/8/2018,3/4/2018,
a1C36000008oualEAA,Student Success Strategies,1/8/2018,3/4/2018,
a1C36000006vES3EAM,Intercultural Comm,1/8/2018,3/4/2018,
a1C36000008ouaaEAA,Transition to Practice,1/8/2018,3/4/2018,A
a1C36000006vES7EAM,Writing & Rhetoric,1/8/2018,3/4/2018,
a1C36000008ouahEAA,Human Nutrition,1/8/2018,3/4/2018,
a1C36000006vESXEA2,Writing about Literature,1/8/2018,3/4/2018,
a1C36000007SVUaEAO,New Product Dev,1/8/2018,3/4/2018,A
a1C36000007SVUqEAO,Psychology of Learning,1/8/2018,3/4/2018,A-
a1C36000007SVVKEA4,Marketing Research,1/8/2018,3/4/2018,A
a1C36000007SVVOEA4,Principles of Microeconomics,1/8/2018,3/4/2018,A
a1C36000007SVVeEAO,Contracts,1/8/2018,3/4/2018,F
a1C36000007SVWFEA4,Psychology of Learning,1/8/2018,3/4/2018,A
a1C36000007SVWJEA4,Lead in Diverse & Multicul Org,1/8/2018,3/4/2018,IF
a1C36000007SvUeEAK,Info Fluency & Acad Integrity,1/8/2018,3/4/2018,A
a1C36000008NXgoEAG,Writing & Rhetoric,1/8/2018,3/4/2018,A
a1C36000008ouamEAA,Writing & Rhetoric,1/8/2018,3/4/2018,W
a1C36000004u0BIEAY,Analytics,1/3/2018,2/13/2018,
a1C36000007SSDFEA4,Web Fundamentals,1/2/2018,3/12/2018,A
a1C36000007SZEdEAO,Concepts of the Public Good,1/2/2018,3/12/2018,A-
a1C36000007SSOaEAO,Leadership,1/2/2018,3/12/2018,
a1C36000007SSMKEA4,Working in Groups and Teams,1/2/2018,3/12/2018,B+
a1C36000007SZDvEAO,21st Century Global Issues,1/2/2018,3/12/2018,A
a1C36000007SSMAEA4,The Digital Age,1/2/2018,3/12/2018,A
a1C36000007SZExEAO,Writing Workshop,1/2/2018,3/12/2018,B+
a1C36000007SSPJEA4,Concepts of the Public Good,1/2/2018,3/12/2018,
a1C36000007SSEhEAO,21st Century Global Issues,1/2/2018,3/12/2018,A
a1C36000007SZEsEAO,Web Fundamentals,1/2/2018,3/12/2018,A
a1C36000007SSOzEAO,Scientific Method,1/2/2018,3/12/2018,
a1C36000007SZEnEAO,The Digital Age,1/2/2018,3/12/2018,A
a1C36000006v0eZEAQ,Portfolio Project Submission,1/1/2018,12/31/2018,
a1C36000005nQF2EAM,Structured Sys. Analysis & Des,1/1/2018,3/4/2018,A
a1C36000005nQF7EAM,Business System Programming,1/1/2018,3/4/2018,A
a1C36000007UzDSEA0,Term 2,1/1/2018,6/30/2018,
a1C36000004tnMbEAI,High School Completion Program,12/30/2017,1/30/2018,Failed
a1C36000005l3gSEAQ,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000006vHqDEAU,High School Completion Program,12/30/2017,1/29/2018,
a1C36000004NEIfEAO,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000007SdiFEAS,Penn Foster High School,12/30/2017,1/2/2018,Passed
a1C36000004tnL8EAI,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000005kkiREAQ,High School Completion Program,12/30/2017,1/30/2018,Failed
a1C36000004u1rpEAA,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000007Rd1lEAC,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000005ks7XEAQ,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000007RkEBEA0,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000006uZV2EAM,High School Completion Program,12/30/2017,1/30/2018,Failed
a1C36000007SPgSEAW,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000004NJOBEA4,High School Completion Program,12/30/2017,1/30/2018,Failed
a1C36000004tnKFEAY,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000006uhhmEAA,High School Completion Program,12/30/2017,1/30/2018,Passed
a1C36000007S8anEAC,Anatomy & Physiology I + Lab,12/30/2017,5/2/2018,
a1C36000006ubwfEAA,High School Completion Program,12/15/2017,1/16/2018,Passed
a1C36000004tqqIEAQ,High School Completion Program,12/15/2017,1/16/2018,Passed
a1C36000005mMvpEAE,Penn Foster High School,12/15/2017,1/14/2018,Passed
a1C36000005kkcpEAA,High School Completion Program,12/15/2017,1/16/2018,Passed
a1C36000006ubsxEAA,High School Completion Program,12/15/2017,1/16/2018,Passed
a1C36000006vKeOEAU,Penn Foster High School,12/15/2017,1/2/2018,Passed
a1C36000006v7tJEAQ,High School Completion Program,12/15/2017,1/16/2018,Passed
a1C36000004tqpPEAQ,High School Completion Program,12/15/2017,1/16/2018,Failed
a1C36000006vNijEAE,Introduction to Statistics,12/15/2017,4/17/2018,
a1C36000006vKe9EAE,Penn Foster High School,12/15/2017,1/14/2018,Failed
a1C36000005mN6nEAE,High School Completion Program,12/15/2017,1/2/2018,Passed
a1C36000006vNYQEA2,Introduction to Nutrition,12/15/2017,4/13/2018,Passed
a1C36000007SRoYEAW,Penn Foster High School,12/15/2017,1/14/2018,
a1C36000006vCnPEAU,High School Completion Program,12/15/2017,1/16/2018,Passed
a1C36000006v7TIEAY,High School Completion Program,12/15/2017,1/16/2018,Passed
a1C36000006vL4TEAU,Intro to Communication,12/15/2017,4/14/2018,Passed
a1C36000005mN3yEAE,High School Completion Program,12/15/2017,1/16/2018,Failed
a1C36000005mMwTEAU,Penn Foster High School,12/15/2017,1/14/2018,Passed
a1C36000006vKdrEAE,Penn Foster High School,12/15/2017,1/14/2018,Failed
a1C36000006ubvNEAQ,High School Completion Program,12/15/2017,1/16/2018,Failed
a1C36000004tnNjEAI,High School Completion Program,12/15/2017,1/16/2018,Passed
a1C36000006uwHyEAI,Medical Terminology,12/15/2017,4/17/2018,Failed
a1C36000005lcf6EAA,High School Completion Program,12/15/2017,1/16/2018,Passed
a1C36000006vO0GEAU,Spanish II,12/15/2017,4/17/2018,Passed
a1C36000005mZ18EAE,Communications in Business,12/14/2017,2/7/2018,B+
a1C36000004u02GEAQ,Strategic Internet Marketing,12/13/2017,2/6/2018,C+
a1C36000004u09iEAA,Compensation Administration,12/13/2017,2/6/2018,F
a1C36000004u02FEAQ,Compensation Administration,12/13/2017,2/6/2018,
a1C36000005kvRXEAY,Mgt & Gov of the Non-Prof. Org,12/13/2017,2/6/2018,
a1C36000005lBLsEAM,Operations Management,12/12/2017,2/5/2018,F
a1C36000004tzyrEAA,Business Communications,12/12/2017,2/5/2018,A
a1C36000005nV7nEAE,Introduction to the U.S. Healthcare System,12/11/2017,2/11/2018,
a1C36000005o2r7EAA,Conflict Management and Negotiation,12/11/2017,2/11/2018,B-
a1C36000005oDQaEAM,Fundamentals of Law,12/11/2017,2/11/2018,D
a1C36000006u41VEAQ,Introduction to Literature (GT-AH2),12/11/2017,2/11/2018,A
a1C36000006uxSsEAI,Applying Leadership Principles,12/11/2017,2/11/2018,B+
a1C36000004toPMEAY,Applied Organizational Psychology,12/11/2017,2/11/2018,A
a1C36000006v0ejEAA,Managed Care and Health Insurance,12/11/2017,2/11/2018,A-
a1C36000004tzwIEAQ,Composition II (GT-CO2),12/11/2017,2/11/2018,
a1C36000005lMPfEAM,Retail Marketing/Management,12/11/2017,2/11/2018,B
a1C36000005lmGDEAY,Principles of Management,12/11/2017,2/11/2018,B+
a1C36000005nV7iEAE,Introduction to Health Policy,12/11/2017,2/11/2018,B+
a1C36000005o2r2EAA,Communication Strategies for Leaders,12/11/2017,2/11/2018,B
a1C36000005oap9EAA,The U.S. Healthcare System,12/11/2017,2/11/2018,A
a1C36000005oDQVEA2,Ethics for the Criminal Justice Professional,12/11/2017,2/11/2018,W
a1C36000006u41QEAQ,Introduction to the U.S. Healthcare System,12/11/2017,2/11/2018,A-
a1C36000006u5sJEAQ,Foundations of Strategic Communication,12/11/2017,2/11/2018,A
a1C36000006v0eeEAA,Human Resources Development and Management,12/11/2017,2/11/2018,B+
a1C36000006uiedEAA,Introduction to Sociology (GT-SS3),12/11/2017,2/11/2018,A
a1C36000004tPb6EAE,Introduction to Computer-Based Systems (Personal Computing),12/11/2017,2/11/2018,A-
a1C36000006uxSnEAI,Consumer Behavior,12/11/2017,2/11/2018,A
a1C36000005maJYEAY,Organizational Innovation and Change,12/11/2017,2/11/2018,
a1C36000006vF9mEAE,Intervention Methods in Human Services,12/11/2017,2/11/2018,C+
a1C36000005oap4EAA,Financial Accounting,12/11/2017,2/11/2018,A-
a1C36000004toPHEAY,Conflict Management and Negotiation,12/11/2017,2/11/2018,A
a1C36000006vIsQEAU,Applying Leadership Principles,12/11/2017,2/11/2018,F
a1C36000006u5sEEAQ,Mass Communication and Society,12/11/2017,2/11/2018,A
a1C36000004tfd4EAA,Contemporary Business Writing and Communication,12/11/2017,2/11/2018,A
a1C36000005oDQfEAM,Market Research,12/11/2017,2/11/2018,D
a1C36000006u41aEAA,Financial Accounting,12/11/2017,2/11/2018,A
a1C36000006uxSxEAI,Promotion and Public Relations,12/11/2017,2/11/2018,A
a1C36000006vIsLEAU,Accounting and Finance for Healthcare Managers,12/11/2017,2/11/2018,F
a1C36000008Ky3YEAS,Applying Leadership Principles,12/11/2017,2/11/2018,B+
a1C36000004tz9KEAQ,Communications in Business,12/7/2017,1/31/2018,B+
a1C36000004u09REAQ,Communications in Business,12/7/2017,1/31/2018,W
a1C36000004tz9QEAQ,Communications in Business,12/7/2017,1/31/2018,B+
a1C36000004u0CoEAI,Communications in Business,12/7/2017,1/31/2018,A-
a1C36000004u09BEAQ,Communications in Business,12/7/2017,1/31/2018,
a1C36000005lBLyEAM,Communications in Business,12/7/2017,1/31/2018,
a1C36000006u0FVEAY,Communications in Business,12/7/2017,1/31/2018,
a1C36000004u02MEAQ,Communications in Business,12/7/2017,1/31/2018,A
a1C36000004tzxpEAA,Communications in Business,12/7/2017,1/31/2018,A
a1C36000004u04VEAQ,Communications in Business,12/7/2017,1/31/2018,A
a1C36000004NE9jEAG,Communications in Business,12/7/2017,1/31/2018,W
a1C36000004u0CJEAY,Communications in Business,12/7/2017,1/31/2018,A-
a1C36000004tzz7EAA,Communications in Business,12/7/2017,1/31/2018,C+
a1C36000004NE9WEAW,Communications in Business,12/7/2017,1/31/2018,W
a1C36000004tzzgEAA,Communications in Business,12/7/2017,1/31/2018,B+
a1C36000004tzxvEAA,Communications in Business,12/7/2017,1/31/2018,A
a1C36000004u05UEAQ,Communications in Business,12/7/2017,1/31/2018,B
a1C36000004u09sEAA,Communications in Business,12/7/2017,1/31/2018,B
a1C36000004u0CXEAY,Decision Making in Bus Envir,12/7/2017,1/31/2018,
a1C36000004NBvOEAW,Communications in Business,12/7/2017,1/31/2018,
a1C36000004u04vEAA,Communications in Business,12/7/2017,1/31/2018,A
a1C36000004NBwZEAW,Communications in Business,12/7/2017,1/31/2018,
a1C36000005kvRyEAI,Communications in Business,12/7/2017,1/31/2018,
a1C36000006u0FTEAY,Fundamentals of HR Management,12/6/2017,1/30/2018,A-
a1C36000005nPViEAM,Term 2,12/1/2017,5/31/2018,
a1C36000004NJO1EAO,High School Completion Program,12/1/2017,12/31/2017,Passed
a1C36000005nPTWEA2,Term 2,12/1/2017,5/31/2018,
a1C36000005nPTvEAM,Term 4,12/1/2017,5/31/2018,
a1C36000005nPVYEA2,Term 2,12/1/2017,5/31/2018,
a1C36000005nPSYEA2,Term 2,12/1/2017,5/31/2018,
a1C36000005oEG9EAM,Term 2,12/1/2017,5/30/2018,
a1C36000007SU5xEAG,Term 1,12/1/2017,5/31/2018,
a1C36000005nPTHEA2,Term 2,12/1/2017,5/31/2018,
a1C36000005nPS4EAM,Term 2,12/1/2017,5/31/2018,
a1C36000005nPV9EAM,Term 2,12/1/2017,5/31/2018,
a1C36000005nPT7EAM,Term 2,12/1/2017,5/31/2018,
a1C36000005okqgEAA,Term 4,12/1/2017,5/31/2018,
a1C36000005nPWHEA2,Term 2,12/1/2017,5/31/2018,
a1C36000005nSXfEAM,Term 1,12/1/2017,5/31/2018,
a1C36000005olC2EAI,Term 4,12/1/2017,5/31/2018,
a1C36000004tnKyEAI,High School Completion Program,11/30/2017,12/29/2017,Failed
a1C36000004NM5JEAW,High School Completion Program,11/30/2017,12/29/2017,Failed
a1C36000004tnJCEAY,High School Completion Program,11/30/2017,12/29/2017,Passed
a1C36000006ucraEAA,Spanish I,11/30/2017,4/2/2018,Failed
a1C36000004u04rEAA,Bus Accounting & Finance,11/30/2017,1/24/2018,
a1C36000004tzziEAA,Bus Accounting & Finance,11/30/2017,1/24/2018,
a1C36000004u07mEAA,Bus Accounting & Finance,11/30/2017,1/24/2018,A
a1C36000005nhINEAY,Anatomy & Physiology I + Lab,11/30/2017,4/2/2018,
a1C36000004u0A4EAI,Bus Accounting & Finance,11/30/2017,1/24/2018,
a1C36000005kkiMEAQ,High School Completion Program,11/30/2017,12/29/2017,Failed
a1C36000004u0AREAY,Bus Accounting & Finance,11/30/2017,1/24/2018,F
a1C36000006uZUYEA2,High School Completion Program,11/30/2017,12/20/2017,Passed
a1C36000004u0BFEAY,Bus Accounting & Finance,11/30/2017,1/24/2018,
a1C36000004tzytEAA,Bus Accounting & Finance,11/30/2017,1/24/2018,C
a1C36000006uhhhEAA,High School Completion Program,11/30/2017,12/21/2017,Passed
a1C36000004u09GEAQ,Bus Accounting & Finance,11/30/2017,1/24/2018,A
a1C36000004tnMWEAY,High School Completion Program,11/30/2017,12/21/2017,Passed
a1C36000004u0BXEAY,Bus Accounting & Finance,11/30/2017,1/24/2018,A
a1C36000004u0BhEAI,Bus Accounting & Finance,11/30/2017,1/24/2018,A-
a1C36000004u0DoEAI,Bus Accounting & Finance,11/30/2017,1/24/2018,
a1C36000005l3gIEAQ,High School Completion Program,11/30/2017,12/21/2017,Passed
a1C36000004u1rkEAA,High School Completion Program,11/30/2017,12/21/2017,Passed
a1C36000004u04DEAQ,Bus Accounting & Finance,11/30/2017,1/24/2018,B+
a1C36000004u07yEAA,Bus Accounting & Finance,11/30/2017,1/24/2018,B+
a1C36000004NEIGEA4,High School Completion Program,11/30/2017,12/29/2017,Failed
a1C36000004tzzmEAA,Bus Accounting & Finance,11/30/2017,1/24/2018,
a1C36000004u01XEAQ,Bus Accounting & Finance,11/30/2017,1/24/2018,A
a1C36000005ks7SEAQ,High School Completion Program,11/30/2017,12/29/2017,Passed
a1C36000006vFXZEA2,Personal Finance,11/30/2017,4/2/2018,Passed
a1C36000005o1wTEAQ,Introduction to English for Hospitality Employees,11/29/2017,1/26/2018,A
a1C36000004solsEAA,Advanced Writing for English Language Learners,11/29/2017,2/9/2018,C
a1C36000005olGEEAY,Leadership Skills for Professionals,11/29/2017,2/9/2018,A
a1C36000005o1riEAA,Student Success Skills for Online Learning,11/29/2017,12/22/2017,B
a1C36000005nZZREA2,Leadership Skills for Professionals,11/29/2017,2/9/2018,B
a1C36000005o1wsEAA,Basic English for Everyday Interactions,11/29/2017,1/26/2018,A
a1C36000005nf4mEAA,Management Training Program - 16 Week,11/29/2017,3/30/2018,D
a1C36000005oGHvEAM,Basic English for Everyday Interactions,11/29/2017,1/26/2018,A
a1C36000005nIloEAE,Introduction to English for Hospitality Employees,11/29/2017,1/26/2018,
a1C36000005okcsEAA,Intermediate English for Hospitality Employees,11/29/2017,1/26/2018,F
a1C36000005oYgtEAE,Leadership Skills for Professionals,11/29/2017,2/9/2018,B
a1C36000005o0QPEAY,Intermediate English for Hospitality Employees,11/29/2017,1/26/2018,A
a1C36000005ol1DEAQ,Developmental Writing - 8 Week,11/29/2017,2/9/2018,
a1C36000004NBFbEAO,Management Training Program - 16 Week,11/29/2017,3/30/2018,
a1C36000006u1trEAA,Management Training Program - 16 Week,11/29/2017,4/2/2018,C
a1C36000005mPfnEAE,Leadership Skills for Professionals,11/29/2017,2/9/2018,B
a1C36000006vFUFEA2,Management Training Program - 16 Week,11/29/2017,3/30/2018,B
a1C36000005o1uOEAQ,Basic English for Everyday Interactions,11/29/2017,1/26/2018,
a1C36000005nNGVEA2,Basic English for Everyday Interactions,11/29/2017,1/26/2018,
a1C36000005oLzzEAE,Management Training Program - 16 Week,11/29/2017,3/30/2018,
a1C36000006u1tNEAQ,Management Training Program - 16 Week,11/29/2017,4/2/2018,C
a1C36000005omrwEAA,Leadership Skills for Professionals,11/29/2017,2/9/2018,A
a1C36000005lDcGEAU,Student Success Skills for Online Learning,11/29/2017,12/11/2017,F
a1C36000006u1uuEAA,Management Training Program - 16 Week,11/29/2017,4/2/2018,C
a1C36000005o1hZEAQ,Student Success Skills for Online Learning,11/29/2017,12/22/2017,B
a1C36000005nQkyEAE,Intermediate English for Hospitality Employees,11/29/2017,1/26/2018,C
a1C36000005olHMEAY,Introduction to English for Hospitality Employees,11/29/2017,1/26/2018,A
a1C36000005o1t1EAA,Advanced Writing for English Language Learners,11/29/2017,2/9/2018,B
a1C36000005oQAREA2,Basic English for Everyday Interactions,11/29/2017,1/26/2018,C
a1C36000005oYgoEAE,Leadership Skills for Professionals,11/29/2017,2/23/2018,C
a1C36000005o1k4EAA,Management Training Program - 16 Week,11/29/2017,3/30/2018,B
a1C36000005oktGEAQ,Student Success Skills for Online Learning,11/29/2017,1/5/2018,
a1C36000005o1wnEAA,Basic English for Everyday Interactions,11/29/2017,1/26/2018,
a1C36000005omrNEAQ,Leadership Skills for Professionals,11/29/2017,2/9/2018,
a1C36000005oDbqEAE,Leadership Skills for Professionals,11/29/2017,2/9/2018,B
a1C36000006u1upEAA,Management Training Program - 16 Week,11/29/2017,4/2/2018,C
a1C36000006u0CuEAI,Leadership Skills for Professionals,11/29/2017,2/9/2018,A
a1C36000005njwqEAA,Student Success Skills for Online Learning,11/29/2017,12/11/2017,B+
a1C36000006u1ukEAA,Management Training Program - 16 Week,11/29/2017,4/2/2018,F
a1C36000005nv5PEAQ,Student Success Skills for Online Learning,11/29/2017,12/11/2017,B
a1C36000005o1uiEAA,Intermediate English for Hospitality Employees,11/29/2017,1/19/2018,
a1C36000005o1mVEAQ,Leadership Skills for Professionals,11/29/2017,2/9/2018,B
a1C36000005oZHBEA2,Leadership Skills for Professionals,11/29/2017,2/9/2018,B
a1C36000005oF40EAE,Basic English for Everyday Interactions,11/29/2017,1/26/2018,
a1C36000005oke0EAA,Developmental Writing - 8 Week,11/29/2017,2/9/2018,C+
a1C36000005on4AEAQ,Developmental Writing - 8 Week,11/29/2017,2/9/2018,
a1C36000005on3REAQ,Leadership Skills for Professionals,11/29/2017,2/9/2018,B
a1C36000005oparEAA,Developmental Writing - 8 Week,11/29/2017,2/9/2018,C+
a1C36000006uYIGEA2,Introduction to English for Hospitality Employees,11/29/2017,1/26/2018,B
a1C36000006u1sjEAA,Management Training Program - 16 Week,11/29/2017,4/2/2018,C
a1C36000006u29NEAQ,Management Training Program - 16 Week,11/29/2017,3/30/2018,B
a1C36000003vArOEAU,Student Success Skills for Online Learning,11/29/2017,1/5/2018,
a1C36000005lrtXEAQ,Leadership Skills for Professionals,11/29/2017,2/9/2018,C
a1C36000005nEogEAE,Introduction to English for Hospitality Employees,11/29/2017,1/26/2018,
a1C36000005ndWhEAI,Basic English for Everyday Interactions,11/29/2017,1/26/2018,B
a1C36000005oEj6EAE,Leadership Skills for Professionals,11/29/2017,2/9/2018,
a1C36000006tzw4EAA,Management Training Program - 16 Week,11/29/2017,4/2/2018,F
a1C36000006u1uBEAQ,Management Training Program - 16 Week,11/29/2017,4/2/2018,C
a1C36000006u1uzEAA,Management Training Program - 16 Week,11/29/2017,3/30/2018,
a1C36000004u059EAA,Marketing & New Media Strategy,11/27/2017,3/3/2018,
a1C36000005omBgEAI,Interm Computer Concepts & App,11/27/2017,3/3/2018,A
a1C36000005nojqEAA,Operational Security,11/27/2017,3/3/2018,B-
a1C36000004u04SEAQ,General Chemistry I,11/27/2017,3/3/2018,F
a1C36000005nok5EAA,Financial Reporting and Analys,11/27/2017,3/3/2018,A-
a1C36000005lBLuEAM,Managing Emerging Technologies,11/27/2017,3/3/2018,B
a1C36000005nok9EAA,Treatment Strategies,11/27/2017,3/3/2018,A
a1C36000005lhHiEAI,Business Analysis for Decision,11/27/2017,3/3/2018,F
