Sf Course C ID,Sf Course C Name,Sf Course C Course Start Date C Date,Sf Course C Course End Date C Date,Sf Course C Final Grade C
a1C36000009t3tGEAQ,High School Completion Program,,,
a1C36000009eJkMEAU,Management Training Program - 16 Week,,,
a1C36000009u2k9EAA,High School Completion Program,,,
a1C36000009fIoUEAU,High School Completion Program,,,
a1C36000005okzZEAQ,Management Training Program - 16 Week,,,
a1C36000009u2n3EAA,Electrical,,,
a1C36000009ulq2EAA,High School Completion Program,,,
a1C36000009u4zCEAQ,High School Completion Program,,,
a1C36000009vD3SEAU,High School Completion Program,,,
a1C36000007VDSbEAO,Info Technology Project Mgmt,3/2/2020,5/23/2020,
a1C36000007SvcHEAS,Introduction to Psychology,11/25/2019,2/29/2020,
a1C36000007SvcIEAS,Composition I,11/25/2019,2/29/2020,
a1C36000007VDTWEA4,Bus and Prof Comm Capstone,11/25/2019,2/29/2020,
a1C36000007HmstEAC,Advanced Industrial and Organi,11/18/2019,1/12/2020,
a1C36000007gVXlEAM,Advanced Industrial and Organi,11/18/2019,1/12/2020,
a1C36000007gVXbEAM,Applied Research Methods,9/30/2019,11/10/2019,
a1C36000007HmtaEAC,Applied Research Methods,9/30/2019,11/10/2019,
a1C36000007HmsiEAC,Human Resource Management,9/2/2019,10/27/2019,
a1C36000009dXGSEA2,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000007HmtzEAC,Tradition and Change,8/26/2019,11/16/2019,
a1C36000009dXGaEAM,Tradition and Change,8/26/2019,11/16/2019,
a1C36000007VDSiEAO,Ethics and Decision Making,8/26/2019,11/16/2019,
a1C36000009dXGiEAM,Tradition and Change,8/26/2019,11/16/2019,
a1C36000009eKGSEA2,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000009fmtmEAA,Tradition and Change,8/26/2019,11/16/2019,
a1C36000009eKGmEAM,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000009fmtqEAA,Tradition and Change,8/26/2019,11/16/2019,
a1C36000009fmtaEAA,American Vision and Values,8/26/2019,11/16/2019,
a1C36000009fmu6EAA,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000007HmtJEAS,Tradition and Change,8/26/2019,11/16/2019,
a1C36000007HmtVEAS,American Vision and Values,8/26/2019,11/16/2019,
a1C36000007Hmu4EAC,American Vision and Values,8/26/2019,11/16/2019,
a1C36000009dXGREA2,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000007Hmu8EAC,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000009fmtpEAA,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000009fmu9EAA,American Vision and Values,8/26/2019,11/16/2019,
a1C36000009eKGZEA2,Tradition and Change,8/26/2019,11/16/2019,
a1C36000007HmthEAC,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000009dXGbEAM,American Vision and Values,8/26/2019,11/16/2019,
a1C36000007HmshEAC,American Vision and Values,8/26/2019,11/16/2019,
a1C36000009fmtfEAA,Tradition and Change,8/26/2019,11/16/2019,
a1C36000007HmtUEAS,Tradition and Change,8/26/2019,11/16/2019,
a1C36000007HmuKEAS,American Vision and Values,8/26/2019,11/16/2019,
a1C36000009dXGgEAM,American Vision and Values,8/26/2019,11/16/2019,
a1C36000009eKGoEAM,Tradition and Change,8/26/2019,11/16/2019,
a1C36000009fmtcEAA,American Vision and Values,8/26/2019,11/16/2019,
a1C36000007HmsrEAC,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000007HmtPEAS,Tradition and Change,8/26/2019,11/16/2019,
a1C36000007Hmu6EAC,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000009eKGTEA2,American Vision and Values,8/26/2019,11/16/2019,
a1C36000009eKGbEAM,American Vision and Values,8/26/2019,11/16/2019,
a1C36000009fmuBEAQ,Freedom and Responsibility,8/26/2019,11/16/2019,
a1C36000007HmtMEAS,Tradition and Change,8/19/2019,11/9/2019,
a1C36000009H1bZEAS,American Vision and Values,8/19/2019,11/9/2019,
a1C36000007HmtrEAC,Freedom and Responsibility,8/19/2019,11/9/2019,
a1C36000009HuWeEAK,Freedom and Responsibility,8/19/2019,11/9/2019,
a1C36000007HmtWEAS,American Vision and Values,8/19/2019,11/9/2019,
a1C36000007TtJXEA0,Advanced Industrial and Organi,8/19/2019,9/29/2019,
a1C36000008LK8QEAW,Advanced Industrial and Organi,8/19/2019,9/29/2019,
a1C36000009H1bbEAC,Tradition and Change,8/19/2019,11/9/2019,
a1C36000007HmuUEAS,Statistical Methods II:  Multi,8/12/2019,9/22/2019,
a1C36000007gVXaEAM,Statistical Methods II:  Multi,8/12/2019,9/22/2019,
a1C36000007HmtXEAS,American Vision and Values,7/22/2019,10/12/2019,
a1C36000007HmtNEAS,Freedom and Responsibility,7/22/2019,10/12/2019,
a1C36000009eKGqEAM,American Vision and Values,7/22/2019,10/12/2019,
a1C36000007HmsqEAC,Tradition and Change,7/22/2019,10/12/2019,
a1C36000008qnlVEAQ,Freedom and Responsibility,7/22/2019,10/12/2019,
a1C36000007HmseEAC,Freedom and Responsibility,7/22/2019,10/12/2019,
a1C36000008qnlhEAA,Tradition and Change,7/22/2019,10/12/2019,
a1C36000008qnlMEAQ,American Vision and Values,7/22/2019,10/12/2019,
a1C36000007HmtYEAS,Tradition and Change,7/22/2019,10/12/2019,
a1C36000007HmtLEAS,American Vision and Values,7/22/2019,10/12/2019,
a1C36000009eKGYEA2,Tradition and Change,7/22/2019,10/12/2019,
a1C36000009eKGPEA2,Freedom and Responsibility,7/22/2019,10/12/2019,
a1C36000009fmuAEAQ,Business Capstone,7/8/2019,8/18/2019,
a1C36000007HmttEAC,Business Capstone,7/8/2019,8/18/2019,
a1C36000009dXGMEA2,Business Capstone,7/8/2019,8/18/2019,
a1C36000009eKGlEAM,Business Capstone,7/8/2019,8/18/2019,
a1C36000009dXGYEA2,Business Capstone,7/8/2019,8/18/2019,
a1C36000007HmsnEAC,Business Capstone,7/8/2019,8/18/2019,
a1C36000009eKGkEAM,Business Capstone,7/8/2019,8/18/2019,
a1C36000007Hmt3EAC,Business Capstone,7/8/2019,8/18/2019,
a1C36000007HmtZEAS,Strat Mgmt for Healthcare Orgs,7/8/2019,9/1/2019,
a1C36000009fmtbEAA,Business Capstone,7/8/2019,8/18/2019,
a1C36000009fmtjEAA,Business Capstone,7/8/2019,8/18/2019,
a1C36000007Hmt0EAC,Business Capstone,7/8/2019,8/18/2019,
a1C36000009fPSAEA2,Psychology Capstone,7/1/2019,8/25/2019,
a1C36000007IoPjEAK,Social Psychology,7/1/2019,8/25/2019,
a1C36000009cwtHEAQ,Sci Writ in Behav & Soc Sci,7/1/2019,8/25/2019,
a1C36000009tCYkEAM,Principles of Macroeconomics,7/1/2019,8/25/2019,
a1C36000009fPT3EAM,Intro to Envir Sci,7/1/2019,8/25/2019,
a1C36000007TtJjEAK,Applied Research Methods,7/1/2019,8/11/2019,
a1C36000007IDRLEA4,Introduction to Ethics,7/1/2019,8/25/2019,
a1C36000008LK8YEAW,Applied Research Methods,7/1/2019,8/11/2019,
a1C36000009tCYfEAM,Applied Mathematics,7/1/2019,8/25/2019,
a1C36000009fPTAEA2,Leading Org. Change,7/1/2019,8/25/2019,
a1C36000009t42pEAA,Psychology Capstone,7/1/2019,8/25/2019,
a1C36000009td0GEAQ,Intro to Envir Sci,7/1/2019,8/25/2019,
a1C36000009tCYyEAM,Intro to Statistics,7/1/2019,8/25/2019,
a1C36000007IDRKEA4,Public Speaking I,7/1/2019,8/25/2019,
a1C36000009fPSVEA2,Hist & Sys of Psych,7/1/2019,8/25/2019,
a1C36000009fPSpEAM,Mental Health Issues Society,7/1/2019,8/25/2019,
a1C36000007HmtuEAC,Human Res Mgt Capstone Project,6/26/2019,8/6/2019,
a1C36000007g8F2EAI,American Vision and Values,6/24/2019,9/14/2019,
a1C36000007HmuMEAS,Practicum and Skills Developme,6/24/2019,8/4/2019,
a1C36000008qnlKEAQ,Tradition and Change,6/24/2019,9/14/2019,
a1C36000007g8FAEAY,Freedom and Responsibility,6/24/2019,9/14/2019,
a1C36000008qnlOEAQ,Freedom and Responsibility,6/24/2019,9/14/2019,
a1C36000009H1bhEAC,Project Management,6/24/2019,8/4/2019,
a1C36000007gA3fEAE,Freedom and Responsibility,6/24/2019,9/14/2019,
a1C36000008nwkqEAA,Tradition and Change,6/24/2019,9/14/2019,
a1C36000008nwkuEAA,Freedom and Responsibility,6/24/2019,9/14/2019,
a1C36000008q8YWEAY,Freedom and Responsibility,6/24/2019,9/14/2019,
a1C36000008qXnKEAU,Freedom and Responsibility,6/24/2019,9/14/2019,
a1C36000007gVXhEAM,Practicum and Skills Developme,6/24/2019,8/4/2019,
a1C36000008qeJdEAI,Freedom and Responsibility,6/24/2019,9/14/2019,
a1C36000008q8YFEAY,American Vision and Values,6/24/2019,9/14/2019,
a1C36000008qeJhEAI,American Vision and Values,6/24/2019,9/14/2019,
a1C36000008qnlQEAQ,American Vision and Values,6/24/2019,9/14/2019,
a1C36000008q8YEEAY,Tradition and Change,6/24/2019,9/14/2019,
a1C36000007gA3ZEAU,American Vision and Values,6/24/2019,9/14/2019,
a1C36000007g8F8EAI,Tradition and Change,6/24/2019,9/14/2019,
a1C36000008qXnMEAU,American Vision and Values,6/24/2019,9/14/2019,
a1C36000008nwkpEAA,American Vision and Values,6/24/2019,9/14/2019,
a1C36000008qXnUEAU,Tradition and Change,6/24/2019,9/14/2019,
a1C36000007gA3dEAE,Tradition and Change,6/24/2019,9/14/2019,
a1C36000008qeJDEAY,Tradition and Change,6/24/2019,9/14/2019,
a1C36000004NBucEAG,Abnormal Psychology,6/3/2019,8/10/2019,
a1C36000004NBvrEAG,Egyptian Tombs and Treasures,6/3/2019,8/10/2019,
a1C36000007VDSnEAO,Interpers and Intercult Comm,6/3/2019,8/10/2019,
a1C36000007HmuOEAS,Capstone & Public Relations,5/29/2019,7/9/2019,
a1C36000007HmsvEAC,Capstone Project,5/28/2019,7/8/2019,
a1C36000008qnliEAA,Capstone Project,5/28/2019,7/8/2019,
a1C36000009eKGdEAM,Capstone Project,5/28/2019,7/8/2019,
a1C36000009dXGVEA2,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000007HmueEAC,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000009fmtkEAA,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000007HmtfEAC,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000007HmuJEAS,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000007HmuPEAS,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000009dXGjEAM,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000009eKGVEA2,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000009fmthEAA,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000009eKGnEAM,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000009fmtzEAA,Technology Applicatns in Busns,5/20/2019,6/30/2019,
a1C36000007HmspEAC,Bus Operations & HR Strategy,5/15/2019,6/25/2019,
a1C36000008Mj1XEAS,American Vision and Values,5/13/2019,8/3/2019,
a1C36000007TtJlEAK,Statistical Methods II:  Multi,5/13/2019,6/23/2019,
a1C36000008Mj1eEAC,Freedom and Responsibility,5/13/2019,8/3/2019,
a1C36000008MEU3EAO,Tradition and Change,5/13/2019,8/3/2019,
a1C36000008Mj1qEAC,American Vision and Values,5/13/2019,8/3/2019,
a1C36000008qeJWEAY,Tradition and Change,5/13/2019,8/3/2019,
a1C36000008qeJVEAY,American Vision and Values,5/13/2019,8/3/2019,
a1C36000008LK8REAW,American Vision and Values,5/13/2019,8/3/2019,
a1C36000008Mj1WEAS,Tradition and Change,5/13/2019,8/3/2019,
a1C36000008METtEAO,American Vision and Values,5/13/2019,8/3/2019,
a1C36000008KteyEAC,Tradition and Change,5/13/2019,8/3/2019,
a1C36000008METxEAO,Freedom and Responsibility,5/13/2019,8/3/2019,
a1C36000008LK8UEAW,Freedom and Responsibility,5/13/2019,8/3/2019,
a1C36000008Mj1SEAS,Tradition and Change,5/13/2019,8/3/2019,
a1C36000008LK8cEAG,Tradition and Change,5/13/2019,8/3/2019,
a1C36000008LK8OEAW,Statistical Methods II:  Multi,5/13/2019,6/23/2019,
a1C36000008Mj1dEAC,Freedom and Responsibility,5/13/2019,8/3/2019,
a1C36000008KteeEAC,American Vision and Values,5/13/2019,8/3/2019,
a1C36000007HmtwEAC,Operations Management,5/13/2019,7/7/2019,
a1C36000008KteiEAC,Freedom and Responsibility,5/13/2019,8/3/2019,
a1C36000008qeJEEAY,Freedom and Responsibility,5/13/2019,8/3/2019,
a1C36000009fPTCEA2,Social Science Capstone Crse,5/6/2019,6/30/2019,
a1C36000007IoPfEAK,Res Meth for the Behav Sci,5/6/2019,6/30/2019,
a1C36000007HmtbEAC,Measurement and Design,5/6/2019,6/16/2019,
a1C36000009fPTFEA2,Criminal Justice Applications,5/6/2019,6/30/2019,
a1C36000009t42rEAA,Ped Neuropsychology,5/6/2019,6/30/2019,
a1C36000009fPTJEA2,Community Mental Health,5/6/2019,6/30/2019,
a1C36000009tCZ4EAM,Principles of Microeconomics,5/6/2019,6/30/2019,
a1C36000007gVXdEAM,Measurement and Design,5/6/2019,6/16/2019,
a1C36000009td0HEAQ,Legal Research and Writing,5/6/2019,6/30/2019,
a1C36000009t409EAA,Applied Behavioral Analysis,5/6/2019,6/30/2019,
a1C36000007IoPhEAK,Community Mental Health,5/6/2019,6/30/2019,
a1C36000009H1bXEAS,Business Process Modeling,5/6/2019,6/16/2019,
a1C36000009fPS8EAM,Personnel Psychology,5/6/2019,6/30/2019,
a1C36000009fPTIEA2,Abnormal Psychology,5/6/2019,6/30/2019,
a1C36000009tCZFEA2,SW: Practice: Org & Comm,5/6/2019,6/30/2019,
a1C36000009cwtJEAQ,Hum Dev Across Lifespan,5/6/2019,6/30/2019,
a1C36000009fPStEAM,Financial Management,5/6/2019,6/30/2019,
a1C36000008qXnLEAU,Future Trends in MIS,5/2/2019,6/12/2019,
a1C36000007h8EuEAI,Business Capstone,5/2/2019,6/12/2019,
a1C36000007gA3hEAE,Business Capstone,5/2/2019,6/12/2019,
a1C36000008qeJOEAY,Business Capstone,5/2/2019,6/12/2019,
a1C36000008qnlaEAA,Human Res Mgt Capstone Project,5/1/2019,6/11/2019,
a1C36000008nwkxEAA,Human Res Mgt Capstone Project,5/1/2019,6/11/2019,
a1C36000008q8YPEAY,"IT Strategy, Mgmt and Delivery",4/30/2019,6/10/2019,
a1C36000006u0FXEAY,Capstone,4/17/2019,5/28/2019,
a1C36000007g2akEAA,Anatomy & Physiology I + Lab,4/15/2019,8/16/2019,
a1C36000007HmtmEAC,"Supply Chain Mgt Financial, Ec",4/10/2019,5/21/2019,
a1C36000007HmscEAC,Legal and Regulatory Issues,4/8/2019,5/19/2019,
a1C36000008qnlGEAQ,Legal and Regulatory Issues,4/8/2019,5/19/2019,
a1C36000009eKGeEAM,Legal and Regulatory Issues,4/8/2019,5/19/2019,
a1C36000009dXGhEAM,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000009dXGdEAM,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000009fmuDEAQ,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000009eKGhEAM,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000007HmtQEAS,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000009fmtZEAQ,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000007HmuWEAS,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000009fmu1EAA,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000007Hmu3EAC,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000007HmuCEAS,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000009eKGsEAM,Finance & Accounting Principle,4/1/2019,5/12/2019,
a1C36000008Mj1pEAC,Business Capstone,3/28/2019,5/8/2019,
a1C36000007HmuXEAS,Benefits Administration,3/27/2019,5/7/2019,
a1C36000008qeJYEAY,Capstone & Public Relations,3/27/2019,5/7/2019,
a1C36000008METyEAO,Capstone Project,3/26/2019,5/6/2019,
a1C36000008LK8NEAW,Practicum and Skills Developme,3/25/2019,5/5/2019,
a1C36000008LK8VEAW,Project Management,3/25/2019,5/5/2019,
a1C36000007TtJiEAK,Practicum and Skills Developme,3/25/2019,5/5/2019,
a1C36000008KtelEAC,Project Management,3/25/2019,5/5/2019,
a1C36000009H1bWEAS,Process Mapping & Proj Design,3/25/2019,5/5/2019,
a1C36000008qXnTEAU,Managing Innovations Info Sys,3/21/2019,5/1/2019,
a1C36000007gA3cEAE,Technology Applicatns in Busns,3/21/2019,5/1/2019,
a1C36000007h8EwEAI,Technology Applicatns in Busns,3/21/2019,5/1/2019,
a1C36000008Mj1QEAS,Contemporary Issues in Leaders,3/21/2019,5/1/2019,
a1C36000008qeJfEAI,Technology Applicatns in Busns,3/21/2019,5/1/2019,
a1C36000008nwlAEAQ,Bus Operations & HR Strategy,3/20/2019,4/30/2019,
a1C36000008qnlREAQ,Bus Operations & HR Strategy,3/20/2019,4/30/2019,
a1C36000008q8YLEAY,Managing Vendors & Contracts,3/19/2019,4/29/2019,
a1C36000007gVXmEAM,Personnel Selection,3/18/2019,4/28/2019,
a1C36000007HmtDEAS,Personnel Selection,3/18/2019,4/28/2019,
a1C36000008nzYJEAY,Penetration Testing and Inc Re,3/12/2019,5/13/2019,
a1C36000008pr8lEAA,Advanced Cybersecurity Concept,3/12/2019,5/13/2019,
a1C36000008nzYPEAY,Advanced Cybersecurity Concept,3/12/2019,5/13/2019,
a1C36000009fPU6EAM,Penetration Testing and Inc Re,3/12/2019,5/13/2019,
a1C36000008KtedEAC,Penetration Testing and Inc Re,3/12/2019,5/13/2019,
a1C36000008KtevEAC,Advanced Cybersecurity Concept,3/12/2019,5/13/2019,
a1C36000009fPUCEA2,Advanced Cybersecurity Concept,3/12/2019,5/13/2019,
a1C36000008pr8mEAA,Penetration Testing and Inc Re,3/12/2019,5/13/2019,
a1C36000009fPTOEA2,Intro to Counseling,3/11/2019,5/5/2019,
a1C36000007IoPbEAK,Critical Thinking,3/11/2019,5/5/2019,
a1C36000009HuUzEAK,Intro to Statistics,3/11/2019,5/5/2019,
a1C36000009fPSQEA2,Economic Analysis for Managers,3/11/2019,5/5/2019,
a1C36000009fPSKEA2,Seminar Intl Marketing,3/11/2019,5/5/2019,
a1C36000009fPSsEAM,Theo & Pract of Lead,3/11/2019,5/5/2019,
a1C36000009td0KEAQ,Public Speaking I,3/11/2019,5/5/2019,
a1C36000009fPTNEA2,Theories of Personality,3/11/2019,5/5/2019,
a1C36000009tCYuEAM,Creativity & the Vis Arts,3/11/2019,5/5/2019,
a1C36000009t40AEAQ,Hist & Sys of Psych,3/11/2019,5/5/2019,
a1C36000009fPSmEAM,Social Psychology,3/11/2019,5/5/2019,
a1C36000009fPT6EAM,Consumer Behavior,3/11/2019,5/5/2019,
a1C36000009tCYnEAM,Intro. to Sociology,3/11/2019,5/5/2019,
a1C36000007HmtqEAC,Healthcare Finance,3/11/2019,5/5/2019,
a1C36000009HuUmEAK,Principles of Macroeconomics,3/11/2019,5/5/2019,
a1C36000009cwtNEAQ,Social Work Foundations,3/11/2019,5/5/2019,
a1C36000009t42lEAA,Social Psychology,3/11/2019,5/5/2019,
a1C36000009tCZ2EAM,SW: Practice: Groups,3/11/2019,5/5/2019,
a1C36000006u0FNEAY,Strategic Business Partnership,3/6/2019,4/16/2019,
a1C36000007VDT8EAO,Conflict and Negotiation,3/4/2019,5/25/2019,
a1C36000007HmtgEAC,Bus Logistics Systems Analysis,2/27/2019,4/9/2019,
a1C36000004u029EAA,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004tzyaEAA,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u04eEAA,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u02QEAQ,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004NBvsEAG,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u048EAA,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004NBx7EAG,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u09kEAA,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u01cEAA,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u0AOEAY,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u02CEAQ,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004NE9oEAG,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u04lEAA,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u01kEAA,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u05ZEAQ,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u05BEAQ,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u05hEAA,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u080EAA,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u0BjEAI,American Vision and Values,2/25/2019,5/18/2019,
a1C36000005nokPEAQ,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u0D7EAI,Tradition and Change,2/25/2019,5/18/2019,
a1C36000005omBjEAI,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000005nokLEAQ,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000005omChEAI,American Vision and Values,2/25/2019,5/18/2019,
a1C36000005omCZEAY,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000006u0FbEAI,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000006u0F9EAI,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u0BsEAI,Tradition and Change,2/25/2019,5/18/2019,
a1C36000006u0FLEAY,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u0C1EAI,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u0BEEAY,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u0DLEAY,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u0DnEAI,American Vision and Values,2/25/2019,5/18/2019,
a1C36000008qnlWEAQ,Fiscal Management,2/25/2019,4/7/2019,
a1C36000004u0DvEAI,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004tzzjEAA,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000005kvRQEAY,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004NBwgEAG,Tradition and Change,2/25/2019,5/18/2019,
a1C36000005kvRcEAI,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004NEA7EAO,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000005lBLnEAM,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004tzzLEAQ,American Vision and Values,2/25/2019,5/18/2019,
a1C36000005lBLrEAM,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u01vEAA,American Vision and Values,2/25/2019,5/18/2019,
a1C36000009eKGpEAM,Fiscal Management,2/25/2019,4/7/2019,
a1C36000004u07jEAA,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000005nok3EAA,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004NE99EAG,American Vision and Values,2/25/2019,5/18/2019,
a1C36000007HmsmEAC,Fiscal Management,2/25/2019,4/7/2019,
a1C36000004NEA6EAO,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004NBwpEAG,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u007EAA,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004NBwyEAG,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u02VEAQ,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004NE9EEAW,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u07qEAA,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004NE9rEAG,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u0BdEAI,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004tzyDEAQ,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000005oEIwEAM,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u01bEAA,American Vision and Values,2/25/2019,5/18/2019,
a1C36000005omBdEAI,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u01zEAA,Tradition and Change,2/25/2019,5/18/2019,
a1C36000005omBxEAI,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u03OEAQ,American Vision and Values,2/25/2019,5/18/2019,
a1C36000005omCLEAY,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u04YEAQ,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u0DVEAY,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u0AcEAI,Tradition and Change,2/25/2019,5/18/2019,
a1C36000005oEJ1EAM,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004tzybEAA,Tradition and Change,2/25/2019,5/18/2019,
a1C36000005omBaEAI,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u0AjEAI,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000005omBeEAI,Tradition and Change,2/25/2019,5/18/2019,
a1C36000005kvRlEAI,American Vision and Values,2/25/2019,5/18/2019,
a1C36000005omCQEAY,Tradition and Change,2/25/2019,5/18/2019,
a1C36000005lBLYEA2,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000006u0FCEAY,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000006u0FZEAY,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u04gEAA,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u0BmEAI,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004NBupEAG,American Vision and Values,2/25/2019,5/18/2019,
a1C36000004u0ChEAI,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000004u0CPEAY,Freedom and Responsibility,2/25/2019,5/18/2019,
a1C36000005oEItEAM,Tradition and Change,2/25/2019,5/18/2019,
a1C36000006u0FGEAY,Tradition and Change,2/25/2019,5/18/2019,
a1C36000004u058EAA,American Vision and Values,2/25/2019,5/18/2019,
a1C36000008Mj1jEAC,Technology Applicatns in Busns,2/14/2019,3/27/2019,
a1C36000007HmsaEAC,Compensation Administration,2/13/2019,3/26/2019,
a1C36000008qeJaEAI,"Supply Chain Mgt Financial, Ec",2/13/2019,3/26/2019,
a1C36000008MEU2EAO,Legal and Regulatory Issues,2/12/2019,3/25/2019,
a1C36000007VDSoEAO,Inter Database & Database Conn,2/12/2019,4/15/2019,
a1C36000007VDTKEA4,Advanced Networking Using Java,2/12/2019,4/15/2019,
a1C36000008M6NSEA0,Inter Database & Database Conn,2/12/2019,4/15/2019,
a1C36000008M6NhEAK,Advanced Networking Using Java,2/12/2019,4/15/2019,
a1C36000008KtebEAC,Business Process Modeling,2/11/2019,3/24/2019,
a1C36000007HmtkEAC,Economics Principles,2/11/2019,3/24/2019,
a1C36000009eKH1EAM,Economics Principles,2/11/2019,3/24/2019,
a1C36000008LK8eEAG,Business Process Modeling,2/11/2019,3/24/2019,
a1C36000007HmtHEAS,Economics Principles,2/11/2019,3/24/2019,
a1C36000009dXGeEAM,Economics Principles,2/11/2019,3/24/2019,
a1C36000009fmtoEAA,Economics Principles,2/11/2019,3/24/2019,
a1C36000009fmtyEAA,Economics Principles,2/11/2019,3/24/2019,
a1C36000007HmubEAC,Economics Principles,2/11/2019,3/24/2019,
a1C36000009fmuIEAQ,Economics Principles,2/11/2019,3/24/2019,
a1C36000009eKGzEAM,Economics Principles,2/11/2019,3/24/2019,
